[ 180:   1]2023.10.18_20.05.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   2]2023.10.18_20.10.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   3]2023.10.18_20.15.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   4]2023.10.18_20.20.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   5]2023.10.18_20.25.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   6]2023.10.18_20.30.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   7]2023.10.18_20.35.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   8]2023.10.18_20.40.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:   9]2023.10.18_20.45.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:  10]2023.10.18_20.50.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:  11]2023.10.18_20.55.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:  12]2023.10.18_21.00.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:1 sleep_time:    0 rr_num: 0
[ 180:  13]2023.10.18_21.05.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:2 sleep_time:    0 rr_num: 0
[ 180:  14]2023.10.18_21.10.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:2 sleep_time:    0 rr_num: 0
[ 180:  15]2023.10.18_21.15.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:2 sleep_time:    0 rr_num: 0
[ 180:  16]2023.10.18_21.20.00 step:    0 hr: 70 spo2:  0 hrv:  0 sprit:0 temp:   0 sport:0 sleep:2 sleep_time:    0 rr_num: 0
